3.600754976272583008e+00,-4.622924029827117920e-01
4.935097694396972656e+00,6.457813382148742676e-01
6.267859458923339844e+00,-2.324092149734497070e+00
4.560258388519287109e+00,1.539094299077987671e-01
4.265130043029785156e+00,-1.754704833030700684e+00
6.767365455627441406e+00,-1.833320260047912598e+00
3.145525455474853516e+00,-1.149963021278381348e+00
3.529995679855346680e+00,1.870728582143783569e-01
6.542504787445068359e+00,-2.679738998413085938e-01
7.480347156524658203e+00,-2.137858152389526367e+00
3.289545059204101562e+00,4.706689119338989258e-01
3.036562919616699219e+00,-4.778107404708862305e-01
4.287375926971435547e+00,-1.403328776359558105e+00
4.282338619232177734e+00,-1.462249040603637695e+00
4.045538425445556641e+00,-1.232363820075988770e+00
1.659939527511596680e+00,8.384260535240173340e-01
3.887076616287231445e+00,-9.719371199607849121e-01
4.415107727050781250e+00,-8.479723334312438965e-01
3.547122478485107422e+00,-6.505520939826965332e-01
4.906655788421630859e+00,-1.865211606025695801e+00
3.919203996658325195e+00,-9.102197289466857910e-01
5.329954624176025391e+00,1.901230096817016602e+00
3.765343904495239258e+00,3.034453392028808594e+00
7.850342750549316406e+00,-3.819430589675903320e+00
7.170246601104736328e+00,-2.272311210632324219e+00
3.040479421615600586e+00,-6.442443132400512695e-01
8.487532615661621094e+00,-2.250156849622726440e-01
5.242547512054443359e+00,-1.188477396965026855e+00
4.726682186126708984e+00,-2.267110824584960938e+00
8.628161430358886719e+00,-2.360201120376586914e+00
3.072675466537475586e+00,2.130994796752929688e+00
2.650619029998779297e+00,4.861415624618530273e-01
4.106482028961181641e+00,-9.163432717323303223e-01
5.245516300201416016e+00,2.648399211466312408e-02
3.503228664398193359e+00,8.512856960296630859e-01
4.268309116363525391e+00,-1.118721604347229004e+00
1.310659313201904297e+01,-2.574963808059692383e+00
3.256080389022827148e+00,-8.415053486824035645e-01
6.790783882141113281e+00,-2.350149154663085938e+00
2.960287094116210938e+00,4.434025585651397705e-01
5.896218299865722656e+00,-1.282923482358455658e-02
4.781473636627197266e+00,-1.470327496528625488e+00
6.709734916687011719e+00,-1.680822610855102539e+00
6.916904926300048828e+00,-2.137297391891479492e+00
3.744027376174926758e+00,1.259133368730545044e-01
3.679260969161987305e+00,-6.773589849472045898e-01
5.964057445526123047e+00,-9.469315409660339355e-01
3.977481842041015625e+00,-7.896394729614257812e-01
7.386281490325927734e+00,-1.846983671188354492e+00
6.611567020416259766e+00,-1.924425721168518066e+00
6.787037372589111328e+00,-2.595149993896484375e+00
4.604423046112060547e+00,-1.737925052642822266e+00
4.586473941802978516e+00,-8.613442778587341309e-01
4.819765567779541016e+00,-1.209856510162353516e+00
5.549087524414062500e+00,-3.180084466934204102e+00
3.825209379196166992e+00,-1.502350687980651855e+00
5.781541347503662109e+00,-2.331438779830932617e+00
1.069726943969726562e+01,-1.902259469032287598e+00
6.463010311126708984e+00,-2.720255613327026367e+00
3.143504381179809570e+00,6.916673183441162109e-01
5.734606266021728516e+00,-1.244673132896423340e+00
4.478616714477539062e+00,4.179935753345489502e-01
5.813322544097900391e+00,-1.357810497283935547e+00
2.988116979598999023e+00,-3.900139331817626953e-01
5.142402172088623047e+00,-2.342949151992797852e+00
6.222687244415283203e+00,-1.619754195213317871e+00
4.287375926971435547e+00,-1.403328776359558105e+00
3.049633264541625977e+00,1.511669903993606567e-01
6.452648162841796875e+00,-1.636700987815856934e+00
5.806164264678955078e+00,-5.857050418853759766e-01
5.145749568939208984e+00,-1.730424284934997559e+00
5.829308032989501953e+00,2.429880946874618530e-01
5.903395652770996094e+00,-1.529327988624572754e+00
6.267859458923339844e+00,-2.324092149734497070e+00
7.469130516052246094e+00,-4.117764830589294434e-01
6.271691799163818359e+00,-1.960608601570129395e+00
4.400345325469970703e+00,2.912088632583618164e-01
2.207665920257568359e+00,4.680422842502593994e-01
4.409249782562255859e+00,-8.972962945699691772e-02
6.790783882141113281e+00,-2.350149154663085938e+00
2.582053899765014648e+00,-1.092042699456214905e-01
6.253832340240478516e+00,-5.732626318931579590e-01
6.060728549957275391e+00,-1.785997748374938965e+00
3.745625972747802734e+00,-1.320260405540466309e+00
3.977535486221313477e+00,-1.030432105064392090e+00
5.266424655914306641e+00,-2.056818008422851562e+00
4.801813602447509766e+00,-1.596123427152633667e-01
9.237360954284667969e+00,-2.495349168777465820e+00
3.373252153396606445e+00,-2.308354675769805908e-01
2.790631532669067383e+00,2.349333912134170532e-01
3.577357053756713867e+00,1.226168513298034668e+00
4.634432315826416016e+00,-1.601116538047790527e+00
3.226075410842895508e+00,-9.180478006601333618e-02
4.933678627014160156e+00,-9.777482748031616211e-01
5.799725055694580078e+00,-1.529185414314270020e+00
6.447641849517822266e+00,1.543538689613342285e+00
2.830086946487426758e+00,3.247538805007934570e-01
2.145395517349243164e+00,3.310438394546508789e-01
3.201828956604003906e+00,-1.038644194602966309e+00
5.640016078948974609e+00,-2.130955219268798828e+00
3.250160455703735352e+00,-2.129003405570983887e-01
5.242619037628173828e+00,-6.417450904846191406e-01
4.684219360351562500e+00,-1.188006997108459473e+00
2.340575456619262695e+00,4.528659582138061523e-01
7.254862308502197266e+00,-3.625328302383422852e+00
5.007688522338867188e+00,-2.279231548309326172e+00
3.266156673431396484e+00,-1.055471301078796387e+00
3.621666193008422852e+00,-3.243777453899383545e-01
6.233366489410400391e+00,-3.244699001312255859e+00
4.191644191741943359e+00,-1.165895581245422363e+00
6.302843570709228516e+00,-2.318299770355224609e+00
3.224469900131225586e+00,-9.516144394874572754e-01
6.248969554901123047e+00,-2.764569282531738281e+00
3.573284387588500977e+00,-2.562375664710998535e-01
5.063165187835693359e+00,-1.729770660400390625e+00
3.378601312637329102e+00,1.907479763031005859e+00
6.015354633331298828e+00,-1.712607502937316895e+00
6.182045936584472656e+00,-1.621240496635437012e+00
3.969277620315551758e+00,4.804230332374572754e-01
4.269185543060302734e+00,-1.081195950508117676e+00
7.273631095886230469e+00,-1.649427533149719238e+00
2.603784322738647461e+00,2.323485761880874634e-01
6.766442775726318359e+00,-2.168213844299316406e+00
4.660500526428222656e+00,-1.621928334236145020e+00
3.831525564193725586e+00,6.141807883977890015e-02
5.828065395355224609e+00,-1.332374095916748047e+00
7.862989902496337891e+00,-2.914423227310180664e+00
4.880448341369628906e+00,-1.283814072608947754e+00
3.966447114944458008e+00,1.497427970170974731e-01
2.288922071456909180e+00,8.296790122985839844e-01
6.238544940948486328e+00,-2.481825590133666992e+00
2.468488216400146484e+00,1.492107748985290527e+00
1.926547527313232422e+00,-3.426659405231475830e-01
2.714833021163940430e+00,-5.135157704353332520e-01
5.859336376190185547e+00,-6.160193085670471191e-01
3.470832586288452148e+00,3.234877586364746094e+00
7.662141323089599609e+00,-1.176641583442687988e+00
5.640016078948974609e+00,-2.130955219268798828e+00
3.788142442703247070e+00,-1.560806781053543091e-01
1.204528522491455078e+01,-5.319827556610107422e+00
6.309052944183349609e+00,-1.357545375823974609e+00
3.577357053756713867e+00,1.226168513298034668e+00
-1.419412970542907715e+00,5.729436397552490234e+00
8.557017326354980469e+00,-2.761142492294311523e+00
5.472159385681152344e+00,-2.166616439819335938e+00
8.588674545288085938e+00,-3.312602043151855469e+00
3.521356344223022461e+00,-7.992705702781677246e-01
1.453405761718750000e+01,-2.185759305953979492e+00
3.907339334487915039e+00,-1.085771918296813965e+00
3.511906385421752930e+00,1.386583596467971802e-01
2.442866563796997070e+00,4.437472820281982422e-01
4.891274929046630859e+00,-1.571090102195739746e+00
2.336870670318603516e+00,2.625159621238708496e-01
3.943528413772583008e+00,-1.281002044677734375e+00
3.951318979263305664e+00,-9.804840087890625000e-01
8.450057029724121094e+00,-3.134712934494018555e+00
3.846901178359985352e+00,-2.934381961822509766e-01
5.020011425018310547e+00,-2.229001760482788086e+00
4.766994476318359375e+00,-1.186236381530761719e+00
7.029845714569091797e+00,-2.618877172470092773e+00
3.099191188812255859e+00,3.330409526824951172e-01
4.108884811401367188e+00,-5.787525177001953125e-01
2.715841531753540039e+00,3.870763480663299561e-01
6.238544940948486328e+00,-2.481825590133666992e+00
4.837701320648193359e+00,-4.464330375194549561e-01
4.149464607238769531e+00,-1.568096041679382324e+00
4.952029228210449219e+00,-1.041162371635437012e+00
6.169812202453613281e+00,-1.679469227790832520e+00
7.701211452484130859e+00,-3.007332086563110352e+00
4.678286075592041016e+00,-9.464102238416671753e-02
5.404193401336669922e+00,-1.182550787925720215e+00
3.493752241134643555e+00,6.335732936859130859e-01
4.206612110137939453e+00,-1.268653512001037598e+00
5.410161972045898438e+00,-1.846952080726623535e+00
5.801434040069580078e+00,-7.354499697685241699e-01
3.421127080917358398e+00,-1.282313019037246704e-01
4.773628711700439453e+00,-1.470675349235534668e+00
4.191644191741943359e+00,-1.165895581245422363e+00
3.543182849884033203e+00,-2.861863970756530762e-01
9.543560981750488281e+00,-4.582226276397705078e+00
3.099918365478515625e+00,1.172870755195617676e+00
6.900973796844482422e+00,-2.720914125442504883e+00
5.093435764312744141e+00,-1.462294697761535645e+00
5.618777751922607422e+00,-1.286686182022094727e+00
5.227447032928466797e+00,1.658695787191390991e-01
8.511512756347656250e+00,-2.515296697616577148e+00
5.839144229888916016e+00,-2.160747051239013672e+00
3.950618982315063477e+00,5.786311626434326172e-01
9.405171394348144531e+00,-1.906116127967834473e+00
5.179734706878662109e+00,-1.875543117523193359e+00
4.768095970153808594e+00,-7.978149652481079102e-01
3.204569578170776367e+00,-4.302741587162017822e-01
4.195932865142822266e+00,-1.075533986091613770e+00
4.094896793365478516e+00,-3.000784814357757568e-01
2.233455419540405273e+00,3.156687915325164795e-01
2.582053899765014648e+00,-1.092042699456214905e-01
4.719507217407226562e+00,-1.377259731292724609e+00
4.299668312072753906e+00,-1.431285738945007324e+00
1.907430768013000488e+00,2.708871364593505859e-01
2.644865274429321289e+00,-2.425191998481750488e-01
5.618246555328369141e+00,-1.467390060424804688e+00
4.448675632476806641e+00,-1.491250634193420410e+00
3.887076616287231445e+00,-9.719371199607849121e-01
4.573158740997314453e+00,-1.735556602478027344e+00
3.168991327285766602e+00,3.126931190490722656e-01
2.536567449569702148e+00,-8.762881159782409668e-01
5.184662818908691406e+00,-7.226971387863159180e-01
4.173892021179199219e+00,-1.346395134925842285e+00
3.884320020675659180e+00,1.253326177597045898e+00
4.503618240356445312e+00,7.183282375335693359e-01
2.014047384262084961e+00,1.829272210597991943e-01
5.367484569549560547e+00,-2.248638868331909180e+00
6.421952724456787109e+00,-2.836327314376831055e+00
4.962002754211425781e+00,-2.679425477981567383e-01
6.033223152160644531e+00,-2.527641534805297852e+00
